name_am,name_en,coordinates
Այգեձորի փողոց,Aygedzori poghots,"(40.19240219215487, 44.49524269093628)"
Տերյան փողոց,Teryan poghots,"(40.18295320445917, 44.514710444041384)"
Հին Երևանցու փողոց,Hin Erewantsow poghots,"(40.18305818419915, 44.51463312570425)"
Հին Երևանցու փողոց,Hin Erewantsow poghots,"(40.18355648346475, 44.514101715305515)"
Եզնիկ Կողբացու փողոց,Eznik Koghbatsow poghots,"(40.18383995, 44.513589550000006)"
Վերին Շենգավիթ 11-րդ փողոց,Verin Shengavit 11-rd poghots,"(40.14914974104216, 44.48966285481887)"
Նար-Դոսի փողոց 1-ին նրբանցք,Nar-Dosi poghots 1-in nrbantsk,"(40.16315564417871, 44.51471983791496)"
Քրիստափորի փողոց,Kristapori poghots,"(40.16350345, 44.51511095)"
Նար-Դոսի փողոց 1-ին նրբանցք,Nar-Dosi poghots 1-in nrbantsk,"(40.16398500098834, 44.51381902312763)"
Նար-Դոսի փողոց 1-ին նրբանցք,Nar-Dosi poghots 1-in nrbantsk,"(40.16315564417871, 44.51471983791496)"
Քրիստափորի փողոց,Kristapori poghots,"(40.16319301849101, 44.51380807008426)"
Մասիսի փողոց 3-րդ նրբանցք,Masisi poghots 3-rd nrbantsk,"(40.13925597019594, 44.50673535370909)"
Մասիսի փողոց 3-րդ նրբանցք,Masisi poghots 3-rd nrbantsk,"(40.13998371779379, 44.50318306890626)"
Թամանցիների փողոց 5-րդ նրբանցք,Tamantsineri poghots 5-rd nrbantsk,"(40.14359576909507, 44.5063731925827)"
Թամանցիների փողոց 5-րդ նրբանցք,Tamantsineri poghots 5-rd nrbantsk,"(40.14359576909507, 44.5063731925827)"
Եզնիկ Կողբացու փողոց,Eznik Koghbatsow poghots,"(40.180065762532486, 44.50924164494287)"
Անրի Վերնոյի փողոց,Anri Vernoyi poghots,"(40.182604949366905, 44.50665729394008)"
Կարեն Դեմիրճյանի փողոց,Karen Demirchyani poghots,"(40.18254966030068, 44.50805990713371)"
Մարշալ Բաղրամյան պողոտա 3-րդ նրբանցք,Marshal Baghramyan poghota 3-rd nrbantsk,"(40.195119294914306, 44.49295122036639)"
Մարշալ Բաղրամյան պողոտա,Marshal Baghramyan poghota,"(40.195866716045394, 44.49435217310796)"
Մարշալ Բաղրամյան պողոտա 3-րդ նրբանցք,Marshal Baghramyan poghota 3-rd nrbantsk,"(40.195119294914306, 44.49295122036639)"
Մարշալ Բաղրամյան պողոտա,Marshal Baghramyan poghota,"(40.19541826542369, 44.49505955977976)"
Դավթաշենի 8-րդ փողոց,Davtasheni 8-rd poghots,"(40.21431126112341, 44.486673495142746)"
"['Սեբաստիայի փողոց', 'Բագրատունյաց պողոտա']","['Sebastiayi poghots', 'Bagratownyats poghota']","(40.15696732591568, 44.47108977938414)"
Էջմիածնի ջրանցք,Ejmiatsni jrantsk,"(40.15477242139723, 44.45609932611657)"
Շովրոյան փողոց,Shovroyan poghots,"(40.200891049999996, 44.54691375)"
Պարույր Սևակի փողոց,Parowyr Sewaki poghots,"(40.20091314131044, 44.54695760700185)"
Պարույր Սևակի փողոց,Parowyr Sewaki poghots,"(40.2010553, 44.54687875)"
Պարույր Սևակի փողոց,Parowyr Sewaki poghots,"(40.20102188178768, 44.54693296402745)"
Ուլնեցի-Ռուբինյանց ավտոմայրուղի,Owlnetsi-Rhowbinyants avtomayrowghi,"(40.20076654393036, 44.54960461202902)"
Իսահակյան թաղամաս,Isahakyan taghamas,"(40.217118108862934, 44.5776738850503)"
Ալմա-Աթայի փողոց,Alma-Atayi poghots,"(40.21544349459603, 44.577902384762105)"
Ալմա-Աթայի փողոց,Alma-Atayi poghots,"(40.21643892133586, 44.57619020502036)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.217343, 44.5853093)"
Չարենց թաղամաս,Charents taghamas,"(40.21560434675659, 44.58391071625863)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.21744430418385, 44.58618519827674)"
Սարի Թաղի 8-րդ և 9-րդ շարքեր,Sari Taghi 8-rd ew 9-rd sharker,"(40.16493245, 44.524510649999996)"
Քրիստափորի փողոց,Kristapori poghots,"(40.16459581226541, 44.524805640564736)"
Սարի Թաղի 8-րդ և 9-րդ շարքեր,Sari Taghi 8-rd ew 9-rd sharker,"(40.164428780975534, 44.52433609973061)"
Կալենցի փողոց,Kalentsi poghots,"(40.20053335327277, 44.48950516305443)"
Մովսես Խորենացու փողոց 2-րդ նրբանցք,Movses Khorenatsow poghots 2-rd nrbantsk,"(40.17007233019305, 44.515127282850436)"
Կորյունի փողոցի փակուղի,Koryowni poghotsi pakowghi,"(40.18691365635226, 44.52432081944338)"
Կորյունի փողոց,Koryowni poghots,"(40.1871153, 44.5251194)"
Կորյունի փողոցի փակուղի,Koryowni poghotsi pakowghi,"(40.18691365635226, 44.52432081944338)"
"['Շահումյան 7-րդ փողոց', 'Արտաշես Քալանթարյան փողոց', 'Ճառագայթային փողոց']","['Shahowmyan 7-rd poghots', 'Artashes Kalantaryan poghots', 'Charhagaytayin poghots']","(40.16598919607678, 44.44835431204756)"
Զորավար Անդրանիկի փողոց,Zoravar Andraniki poghots,"(40.170408431627145, 44.446092934608416)"
Զորավար Անդրանիկի փողոց,Zoravar Andraniki poghots,"(40.16654046960639, 44.44343877759956)"
Անտառային փողոց,Antarhayin poghots,"(40.19493042144863, 44.50523170804844)"
Թումանյան թաղամաս,Towmanyan taghamas,"(40.21767019252791, 44.574861149832884)"
Ալմա-Աթայի փողոց,Alma-Atayi poghots,"(40.216261337961384, 44.57423883856394)"
Ալմա-Աթայի փողոց,Alma-Atayi poghots,"(40.216420783566925, 44.57524825263936)"
Գարեգին Նժդեհի հրապարակ,Garegin Nzhdehi hraparak,"(40.151538154006396, 44.48351945211999)"
Մանանդյան փողոց,Manandyan poghots,"(40.15205951215166, 44.4849265404364)"
Ներքին Շենգավիթ 14-րդ փողոց 1-ին փակուղի,Nerkin Shengavit 14-rd poghots 1-in pakowghi,"(40.13536325, 44.487265199999996)"
Ներքին Շենգավիթ 14-րդ փողոց,Nerkin Shengavit 14-rd poghots,"(40.1347514, 44.48794565)"
Ներքին Շենգավիթ 14-րդ փողոց,Nerkin Shengavit 14-rd poghots,"(40.13480835, 44.4870162)"
Ներքին Շենգավիթ 13-րդ փողոց,Nerkin Shengavit 13-rd poghots,"(40.1359461, 44.48671385)"
Ներքին Շենգավիթ 13-րդ փողոց,Nerkin Shengavit 13-rd poghots,"(40.13589835, 44.4881495)"
Ներքին Շենգավիթ 14-րդ փողոց 1-ին փակուղի,Nerkin Shengavit 14-rd poghots 1-in pakowghi,"(40.13536325, 44.487265199999996)"
Ներքին Շենգավիթ 11-րդ փողոց 2-րդ փակուղի,Nerkin Shengavit 11-rd poghots 2-rd pakowghi,"(40.1375353, 44.47999935)"
Հրանտ Վարդանյան փողոց,Hrant Vardanyan poghots,"(40.14627433126425, 44.504462672332814)"
Հասմիկի փողոց,Hasmiki poghots,"(40.19333506464056, 44.46460218544798)"
Հասմիկի փողոց,Hasmiki poghots,"(40.191591233434266, 44.46416335487396)"
Վշտունու փողոց 1-ին նրբանցք,Vshtownow poghots 1-in nrbantsk,"(40.19238442154656, 44.4662992955137)"
Մարտիրոսյան փողոց,Martirosyan poghots,"(40.192655450000004, 44.462599299999994)"
Գրիգոր Հասրաթյանի փողոց,Grigor Hasratyani poghots,"(40.192818498467254, 44.46269846474651)"
Վշտունու փողոց 5-րդ նրբանցք,Vshtownow poghots 5-rd nrbantsk,"(40.19577635, 44.46289725)"
Խորեն Խաչատրյան փողոց 1-ին նրբանցք,Khoren Khachatryan poghots 1-in nrbantsk,"(40.194587150579906, 44.46369385144804)"
Գրիգոր Հասրաթյանի փողոց,Grigor Hasratyani poghots,"(40.196722674802615, 44.4626232266676)"
Գրիգոր Հասրաթյանի փողոց նրբանցք,Grigor Hasratyani poghots nrbantsk,"(40.192996756852544, 44.46305384977641)"
Գրիգոր Հասրաթյանի փողոց նրբանցք,Grigor Hasratyani poghots nrbantsk,"(40.192298998493655, 44.46331366600965)"
"['Գրիգոր Հասրաթյանի փողոց նրբանցք', 'Խորեն Խաչատրյան փողոց']","['Grigor Hasratyani poghots nrbantsk', 'Khoren Khachatryan poghots']","(40.19393321981508, 44.4635231819227)"
Գրիգոր Հասրաթյանի փողոց նրբանցք,Grigor Hasratyani poghots nrbantsk,"(40.192996756852544, 44.46305384977641)"
Լենինգրադյան փողոց,Leningradyan poghots,"(40.189894307145096, 44.47559397291967)"
Շահումյան 18-րդ փողոց,Shahowmyan 18-rd poghots,"(40.18764842176352, 44.46123060102442)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.18621484879612, 44.46159954964504)"
Ջամբուլ փողոց,Jambowl poghots,"(40.18618788899125, 44.46252844268449)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.18849206418582, 44.46194592006664)"
Շահումյան 16-րդ փողոց,Shahowmyan 16-rd poghots,"(40.18529607397408, 44.4624261255281)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.18591538936931, 44.46160878194356)"
Վախթանգ Անանյան փողոց,Vakhtang Ananyan poghots,"(40.1849634266452, 44.46063114004775)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.18405098706681, 44.46089319758349)"
Արմին Վեգների փողոց,Armin Vegneri poghots,"(40.17781855, 44.458853649999995)"
Արմին Վեգների փողոց,Armin Vegneri poghots,"(40.17769422347302, 44.459497344889016)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.18051424609129, 44.459811161777715)"
Հովնաթանի փողոց,Hovnatani poghots,"(40.1762094732827, 44.45902009190697)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.17707011245794, 44.458664812617904)"
Բատիկյան փողոց,Batikyan poghots,"(40.1745163, 44.459070100000005)"
Բատիկյան փողոց,Batikyan poghots,"(40.17550715, 44.459416450000006)"
Իսրայել Օրու փողոց,Israyel Orow poghots,"(40.1748247, 44.45977185)"
Իսրայել Օրու փողոց,Israyel Orow poghots,"(40.17503260766192, 44.45864876738792)"
Ոսկանյան փողոց,Oskanyan poghots,"(40.174300099999996, 44.46020105)"
Ոսկանյան փողոց,Oskanyan poghots,"(40.1752972, 44.460523300000006)"
Իսրայել Օրու փողոց,Israyel Orow poghots,"(40.1748247, 44.45977185)"
Իսրայել Օրու փողոց,Israyel Orow poghots,"(40.1746293829534, 44.461107574531674)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.17282390159019, 44.45725173057785)"
Միքայելյան փողոց,Mikayelyan poghots,"(40.172062277580594, 44.45760762236946)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.174132900000004, 44.45768735)"
Րաֆֆու փողոց,Raffow poghots,"(40.17393865, 44.4575623)"
Վանթյան փողոց,Vantyan poghots,"(40.17336865952826, 44.45806156259028)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.173705854820604, 44.4575452355202)"
Ծերենցի փողոց,Tserentsi poghots,"(40.16274402649572, 44.45610291361437)"
Ծերենցի փողոց,Tserentsi poghots,"(40.164649652390565, 44.45779658725733)"
Ծերենցի փողոց,Tserentsi poghots,"(40.16449417484522, 44.456660048020154)"
Շահումյան 4-րդ փողոց,Shahowmyan 4-rd poghots,"(40.165521999999996, 44.45980575)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.16804311246437, 44.4563918112892)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.16547875, 44.460131700000005)"
Շահումյան 1-ին փողոց,Shahowmyan 1-in poghots,"(40.1653189, 44.46038115)"
Շահումյան 1-ին փողոց,Shahowmyan 1-in poghots,"(40.16546865631907, 44.46043996401618)"
Կուրղինյան փողոց,Kowrghinyan poghots,"(40.164193749999995, 44.4642132)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.16467071531742, 44.46280114187047)"
Կուրղինյան փողոց,Kowrghinyan poghots,"(40.16463940450607, 44.46443124076225)"
Շահումյան 1-ին փողոց,Shahowmyan 1-in poghots,"(40.1706613, 44.4633249)"
Շահումյան 1-ին փողոց,Shahowmyan 1-in poghots,"(40.16762551338195, 44.46271379559097)"
Դուրյանի փողոց,Dowryani poghots,"(40.170064162082696, 44.46359984892442)"
Դուրյանի փողոց,Dowryani poghots,"(40.17092875, 44.4642381)"
Դուրյանի փողոց,Dowryani poghots,"(40.170064162082696, 44.46359984892442)"
Դուրյանի փողոց,Dowryani poghots,"(40.16928377783243, 44.46406370929279)"
Վանթյան փողոց,Vantyan poghots,"(40.17374226440048, 44.45616941833135)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.17284919095776, 44.4571248338094)"
Միքայելյան փողոց,Mikayelyan poghots,"(40.17241404714692, 44.455721100819815)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.17094797911996, 44.456495156289456)"
Մանուկյան փողոց,Manowkyan poghots,"(40.16994557219347, 44.45490020796931)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.16704520018094, 44.4571315902453)"
Արա Սարգսյանի փողոց,Ara Sargsyani poghots,"(40.189752549999994, 44.46031335)"
Ռոմանոս Մելիքյանի փողոց,Rhomanos Melikyani poghots,"(40.188616358974876, 44.45967422678151)"
Միրաքյան փողոց,Mirakyan poghots,"(40.19005905, 44.46087895)"
Միրաքյան փողոց,Mirakyan poghots,"(40.18883316761195, 44.460826453585454)"
Արա Սարգսյանի փողոց,Ara Sargsyani poghots,"(40.19012482358298, 44.46144808505416)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.190626800000004, 44.46235945)"
Լենինգրադյան փողոց,Leningradyan poghots,"(40.19082064314988, 44.46533319838222)"
Շահումյան 2-րդ փողոց,Shahowmyan 2-rd poghots,"(40.165599108991096, 44.462558113847514)"
Սեբաստիայի փողոց,Sebastiayi poghots,"(40.16523688313073, 44.46088809492407)"
Գրիբոյեդով փողոց 4-րդ նրբանցք,Griboyedov poghots 4-rd nrbantsk,"(40.21037579207986, 44.51181099536911)"
Շիրակի փողոց 1-ին նրբանցք,Shiraki poghots 1-in nrbantsk,"(40.142420207755286, 44.465736017835155)"
Շիրակի փողոց,Shiraki poghots,"(40.1414252549168, 44.46647648002148)"
Շիրակի փողոց,Shiraki poghots,"(40.14251858389414, 44.465067137405676)"
Բագրատունյաց պողոտա 1-ին նրբանցք,Bagratownyats poghota 1-in nrbantsk,"(40.154645848056376, 44.4768203253387)"
Բագրատունյաց պողոտա,Bagratownyats poghota,"(40.15497380899093, 44.47794880844045)"
Բագրատունյաց պողոտա 1-ին նրբանցք,Bagratownyats poghota 1-in nrbantsk,"(40.154645848056376, 44.4768203253387)"
Բագրատունյաց պողոտա,Bagratownyats poghota,"(40.15455, 44.47891985)"
Արտաշիսյան փողոց,Artashisyan poghots,"(40.15496450066691, 44.479561002291454)"
Չեխովի փողոց,Chekhovi poghots,"(40.153131200000004, 44.48069975)"
Բագրատունյաց պողոտա,Bagratownyats poghota,"(40.153832548153396, 44.479871110947336)"
Չեխովի փողոց,Chekhovi poghots,"(40.153736019901984, 44.48148502320624)"
Բագրատունյաց պողոտա,Bagratownyats poghota,"(40.1555616, 44.476414)"
Բագրատունյաց պողոտա 2-րդ նրբանցք,Bagratownyats poghota 2-rd nrbantsk,"(40.155841938200794, 44.478677651134184)"
Շենգավիթ փողոց,Shengavit poghots,"(40.158687807853234, 44.48163777835935)"
"['Սեբաստիայի փողոց', 'Բագրատունյաց պողոտա']","['Sebastiayi poghots', 'Bagratownyats poghota']","(40.15856592920787, 44.46864514336901)"
Չայկովսկու փողոց,Chaykovskow poghots,"(40.17570444925566, 44.51662927930306)"
Փավստոս Բուզանդի փողոց,Pavstos Bowzandi poghots,"(40.17537446320038, 44.51835460472704)"
Լենինգրադյան փողոց,Leningradyan poghots,"(40.18993906841563, 44.479594839864426)"
Հալաբյան փողոց,Halabyan poghots,"(40.19022660829205, 44.480140627490215)"
Հալաբյան փողոց,Halabyan poghots,"(40.19020955, 44.480182)"
Լենինգրադյան փողոց,Leningradyan poghots,"(40.1902164, 44.48021935)"
Լենինգրադյան փողոց,Leningradyan poghots,"(40.1902668, 44.480138600000004)"
Հալաբյան փողոց,Halabyan poghots,"(40.19133954341984, 44.47916758544496)"
Կիևյան փողոց 1-ին նրբանցք,Kiewyan poghots 1-in nrbantsk,"(40.194775086869555, 44.48684279675378)"
Կիևյան փողոց,Kiewyan poghots,"(40.193440980021336, 44.48546861892504)"
Կիևյան փողոց,Kiewyan poghots,"(40.19604692618618, 44.48989456932777)"
Մարշալ Բաղրամյան պողոտա,Marshal Baghramyan poghota,"(40.19777190008115, 44.492991200257286)"
Կիևյան փողոց,Kiewyan poghots,"(40.19773859246067, 44.4927896036526)"
Գյուլբենկյան փողոց,Gyowlbenkyan poghots,"(40.20138315, 44.4951788)"
Կոմիտասի պողոտա,Komitasi poghota,"(40.20204069158777, 44.496996855121196)"
Գյուլբենկյան փողոց,Gyowlbenkyan poghots,"(40.20085754353649, 44.495541607422815)"
Վաղարշ Վաղարշյան փողոց,Vagharsh Vagharshyan poghots,"(40.202836899999994, 44.49872065)"
Կոմիտասի պողոտա,Komitasi poghota,"(40.203483840628365, 44.50051203563851)"
Վաղարշ Վաղարշյան փողոց,Vagharsh Vagharshyan poghots,"(40.20226491198028, 44.49911609108566)"
Վահրամ Փափազյան փողոց,Vahram Papazyan poghots,"(40.204259449999995, 44.502218049999996)"
Վահրամ Փափազյան փողոց,Vahram Papazyan poghots,"(40.2036902851833, 44.50261552877795)"
Կոմիտասի պողոտա,Komitasi poghota,"(40.2052139118691, 44.504805630380794)"
Վրացական փողոց,Vratsakan poghots,"(40.206955050000005, 44.51047505)"
Վրացական փողոց,Vratsakan poghots,"(40.20586486520793, 44.51002309500625)"
Կոմիտասի պողոտա,Komitasi poghota,"(40.206862671541636, 44.51094094829222)"
Վրացական փողոց 2-րդ նրբանցք,Vratsakan poghots 2-rd nrbantsk,"(40.20594434797292, 44.5115418587182)"
